#x y_true y_numerov
3.0752 0.0543718 0.0543718 
3.0751 0.0543867 0.0543867 
3.075 0.0544017 0.0544017 
3.0749 0.0544166 0.0544166 
3.0748 0.0544316 0.0544316 
3.0747 0.0544466 0.0544466 
3.0746 0.0544615 0.0544615 
3.0745 0.0544765 0.0544765 
3.0744 0.0544915 0.0544915 
3.0743 0.0545065 0.0545065 
3.0742 0.0545215 0.0545215 
3.0741 0.0545364 0.0545364 
3.074 0.0545514 0.0545514 
3.0739 0.0545664 0.0545664 
3.0738 0.0545814 0.0545814 
3.0737 0.0545964 0.0545964 
3.0736 0.0546114 0.0546114 
3.0735 0.0546265 0.0546265 
3.0734 0.0546415 0.0546415 
3.0733 0.0546565 0.0546565 
3.0732 0.0546715 0.0546715 
3.0731 0.0546865 0.0546865 
3.073 0.0547016 0.0547016 
3.0729 0.0547166 0.0547166 
3.0728 0.0547316 0.0547316 
3.0727 0.0547467 0.0547467 
3.0726 0.0547617 0.0547617 
3.0725 0.0547768 0.0547768 
3.0724 0.0547918 0.0547918 
3.0723 0.0548069 0.0548069 
3.0722 0.0548219 0.0548219 
3.0721 0.054837 0.054837 
3.072 0.054852 0.054852 
3.0719 0.0548671 0.0548671 
3.0718 0.0548822 0.0548822 
3.0717 0.0548972 0.0548972 
3.0716 0.0549123 0.0549123 
3.0715 0.0549274 0.0549274 
3.0714 0.0549425 0.0549425 
3.0713 0.0549576 0.0549576 
3.0712 0.0549727 0.0549727 
3.0711 0.0549878 0.0549878 
3.071 0.0550029 0.0550029 
3.0709 0.055018 0.055018 
3.0708 0.0550331 0.0550331 
3.0707 0.0550482 0.0550482 
3.0706 0.0550633 0.0550633 
3.0705 0.0550784 0.0550784 
3.0704 0.0550935 0.0550935 
3.0703 0.0551087 0.0551087 
3.0702 0.0551238 0.0551238 
3.0701 0.0551389 0.0551389 
3.07 0.055154 0.055154 
3.0699 0.0551692 0.0551692 
3.0698 0.0551843 0.0551843 
3.0697 0.0551995 0.0551995 
3.0696 0.0552146 0.0552146 
3.0695 0.0552298 0.0552298 
3.0694 0.0552449 0.0552449 
3.0693 0.0552601 0.0552601 
3.0692 0.0552752 0.0552752 
3.0691 0.0552904 0.0552904 
3.069 0.0553056 0.0553056 
3.0689 0.0553207 0.0553207 
3.0688 0.0553359 0.0553359 
3.0687 0.0553511 0.0553511 
3.0686 0.0553663 0.0553663 
3.0685 0.0553815 0.0553815 
3.0684 0.0553967 0.0553967 
3.0683 0.0554119 0.0554119 
3.0682 0.0554271 0.0554271 
3.0681 0.0554423 0.0554423 
3.068 0.0554575 0.0554575 
3.0679 0.0554727 0.0554727 
3.0678 0.0554879 0.0554879 
3.0677 0.0555031 0.0555031 
3.0676 0.0555183 0.0555183 
3.0675 0.0555335 0.0555335 
3.0674 0.0555488 0.0555488 
3.0673 0.055564 0.055564 
3.0672 0.0555792 0.0555792 
3.0671 0.0555945 0.0555945 
3.067 0.0556097 0.0556097 
3.0669 0.055625 0.055625 
3.0668 0.0556402 0.0556402 
3.0667 0.0556555 0.0556555 
3.0666 0.0556707 0.0556707 
3.0665 0.055686 0.055686 
3.0664 0.0557012 0.0557012 
3.0663 0.0557165 0.0557165 
3.0662 0.0557318 0.0557318 
3.0661 0.055747 0.055747 
3.066 0.0557623 0.0557623 
3.0659 0.0557776 0.0557776 
3.0658 0.0557929 0.0557929 
3.0657 0.0558082 0.0558082 
3.0656 0.0558235 0.0558235 
3.0655 0.0558387 0.0558387 
3.0654 0.055854 0.055854 
3.0653 0.0558693 0.0558693 
3.0652 0.0558847 0.0558847 
3.0651 0.0559 0.0559 
3.065 0.0559153 0.0559153 
3.0649 0.0559306 0.0559306 
3.0648 0.0559459 0.0559459 
3.0647 0.0559612 0.0559612 
3.0646 0.0559766 0.0559766 
3.0645 0.0559919 0.0559919 
3.0644 0.0560072 0.0560072 
3.0643 0.0560226 0.0560226 
3.0642 0.0560379 0.0560379 
3.0641 0.0560532 0.0560532 
3.064 0.0560686 0.0560686 
3.0639 0.0560839 0.0560839 
3.0638 0.0560993 0.0560993 
3.0637 0.0561147 0.0561147 
3.0636 0.05613 0.05613 
3.0635 0.0561454 0.0561454 
3.0634 0.0561607 0.0561607 
3.0633 0.0561761 0.0561761 
3.0632 0.0561915 0.0561915 
3.0631 0.0562069 0.0562069 
3.063 0.0562223 0.0562223 
3.0629 0.0562376 0.0562376 
3.0628 0.056253 0.056253 
3.0627 0.0562684 0.0562684 
3.0626 0.0562838 0.0562838 
3.0625 0.0562992 0.0562992 
3.0624 0.0563146 0.0563146 
3.0623 0.05633 0.05633 
3.0622 0.0563455 0.0563455 
3.0621 0.0563609 0.0563609 
3.062 0.0563763 0.0563763 
3.0619 0.0563917 0.0563917 
3.0618 0.0564071 0.0564071 
3.0617 0.0564226 0.0564226 
3.0616 0.056438 0.056438 
3.0615 0.0564534 0.0564534 
3.0614 0.0564689 0.0564689 
3.0613 0.0564843 0.0564843 
3.0612 0.0564998 0.0564998 
3.0611 0.0565152 0.0565152 
3.061 0.0565307 0.0565307 
3.0609 0.0565461 0.0565461 
3.0608 0.0565616 0.0565616 
3.0607 0.0565771 0.0565771 
3.0606 0.0565925 0.0565925 
3.0605 0.056608 0.056608 
3.0604 0.0566235 0.0566235 
3.0603 0.056639 0.056639 
3.0602 0.0566545 0.0566545 
3.0601 0.0566699 0.0566699 
3.06 0.0566854 0.0566854 
3.0599 0.0567009 0.0567009 
3.0598 0.0567164 0.0567164 
3.0597 0.0567319 0.0567319 
3.0596 0.0567474 0.0567474 
3.0595 0.056763 0.056763 
3.0594 0.0567785 0.0567785 
3.0593 0.056794 0.056794 
3.0592 0.0568095 0.0568095 
3.0591 0.056825 0.056825 
3.059 0.0568406 0.0568406 
3.0589 0.0568561 0.0568561 
3.0588 0.0568716 0.0568716 
3.0587 0.0568872 0.0568872 
3.0586 0.0569027 0.0569027 
3.0585 0.0569182 0.0569182 
3.0584 0.0569338 0.0569338 
3.0583 0.0569493 0.0569493 
3.0582 0.0569649 0.0569649 
3.0581 0.0569805 0.0569805 
3.058 0.056996 0.056996 
3.0579 0.0570116 0.0570116 
3.0578 0.0570272 0.0570272 
3.0577 0.0570427 0.0570427 
3.0576 0.0570583 0.0570583 
3.0575 0.0570739 0.0570739 
3.0574 0.0570895 0.0570895 
3.0573 0.0571051 0.0571051 
3.0572 0.0571207 0.0571207 
3.0571 0.0571363 0.0571363 
3.057 0.0571519 0.0571519 
3.0569 0.0571675 0.0571675 
3.0568 0.0571831 0.0571831 
3.0567 0.0571987 0.0571987 
3.0566 0.0572143 0.0572143 
3.0565 0.0572299 0.0572299 
3.0564 0.0572455 0.0572455 
3.0563 0.0572612 0.0572612 
3.0562 0.0572768 0.0572768 
3.0561 0.0572924 0.0572924 
3.056 0.0573081 0.0573081 
3.0559 0.0573237 0.0573237 
3.0558 0.0573393 0.0573393 
3.0557 0.057355 0.057355 
3.0556 0.0573706 0.0573706 
3.0555 0.0573863 0.0573863 
3.0554 0.057402 0.057402 
3.0553 0.0574176 0.0574176 
3.0552 0.0574333 0.0574333 
3.0551 0.057449 0.057449 
3.055 0.0574646 0.0574646 
3.0549 0.0574803 0.0574803 
3.0548 0.057496 0.057496 
3.0547 0.0575117 0.0575117 
3.0546 0.0575274 0.0575274 
3.0545 0.057543 0.057543 
3.0544 0.0575587 0.0575587 
3.0543 0.0575744 0.0575744 
3.0542 0.0575901 0.0575901 
3.0541 0.0576058 0.0576058 
3.054 0.0576216 0.0576216 
3.0539 0.0576373 0.0576373 
3.0538 0.057653 0.057653 
3.0537 0.0576687 0.0576687 
3.0536 0.0576844 0.0576844 
3.0535 0.0577002 0.0577002 
3.0534 0.0577159 0.0577159 
3.0533 0.0577316 0.0577316 
3.0532 0.0577474 0.0577474 
3.0531 0.0577631 0.0577631 
3.053 0.0577788 0.0577788 
3.0529 0.0577946 0.0577946 
3.0528 0.0578103 0.0578103 
3.0527 0.0578261 0.0578261 
3.0526 0.0578419 0.0578419 
3.0525 0.0578576 0.0578576 
3.0524 0.0578734 0.0578734 
3.0523 0.0578892 0.0578892 
3.0522 0.0579049 0.0579049 
3.0521 0.0579207 0.0579207 
3.052 0.0579365 0.0579365 
3.0519 0.0579523 0.0579523 
3.0518 0.0579681 0.0579681 
3.0517 0.0579839 0.0579839 
3.0516 0.0579997 0.0579997 
3.0515 0.0580155 0.0580155 
3.0514 0.0580313 0.0580313 
3.0513 0.0580471 0.0580471 
3.0512 0.0580629 0.0580629 
3.0511 0.0580787 0.0580787 
3.051 0.0580945 0.0580945 
3.0509 0.0581103 0.0581103 
3.0508 0.0581262 0.0581262 
3.0507 0.058142 0.058142 
3.0506 0.0581578 0.0581578 
3.0505 0.0581737 0.0581737 
3.0504 0.0581895 0.0581895 
3.0503 0.0582054 0.0582054 
3.0502 0.0582212 0.0582212 
3.0501 0.0582371 0.0582371 
3.05 0.0582529 0.0582529 
3.0499 0.0582688 0.0582688 
3.0498 0.0582846 0.0582846 
3.0497 0.0583005 0.0583005 
3.0496 0.0583164 0.0583164 
3.0495 0.0583322 0.0583322 
3.0494 0.0583481 0.0583481 
3.0493 0.058364 0.058364 
3.0492 0.0583799 0.0583799 
3.0491 0.0583958 0.0583958 
3.049 0.0584117 0.0584117 
3.0489 0.0584276 0.0584276 
3.0488 0.0584435 0.0584435 
3.0487 0.0584594 0.0584594 
3.0486 0.0584753 0.0584753 
3.0485 0.0584912 0.0584912 
3.0484 0.0585071 0.0585071 
3.0483 0.058523 0.058523 
3.0482 0.0585389 0.0585389 
3.0481 0.0585549 0.0585549 
3.048 0.0585708 0.0585708 
3.0479 0.0585867 0.0585867 
3.0478 0.0586027 0.0586027 
3.0477 0.0586186 0.0586186 
3.0476 0.0586345 0.0586345 
3.0475 0.0586505 0.0586505 
3.0474 0.0586664 0.0586664 
3.0473 0.0586824 0.0586824 
3.0472 0.0586984 0.0586984 
3.0471 0.0587143 0.0587143 
3.047 0.0587303 0.0587303 
3.0469 0.0587463 0.0587463 
3.0468 0.0587622 0.0587622 
3.0467 0.0587782 0.0587782 
3.0466 0.0587942 0.0587942 
3.0465 0.0588102 0.0588102 
3.0464 0.0588262 0.0588262 
3.0463 0.0588421 0.0588421 
3.0462 0.0588581 0.0588581 
3.0461 0.0588741 0.0588741 
3.046 0.0588901 0.0588901 
3.0459 0.0589061 0.0589061 
3.0458 0.0589222 0.0589222 
3.0457 0.0589382 0.0589382 
3.0456 0.0589542 0.0589542 
3.0455 0.0589702 0.0589702 
3.0454 0.0589862 0.0589862 
3.0453 0.0590023 0.0590023 
3.0452 0.0590183 0.0590183 
3.0451 0.0590343 0.0590343 
3.045 0.0590504 0.0590504 
3.0449 0.0590664 0.0590664 
3.0448 0.0590825 0.0590825 
3.0447 0.0590985 0.0590985 
3.0446 0.0591146 0.0591146 
3.0445 0.0591306 0.0591306 
3.0444 0.0591467 0.0591467 
3.0443 0.0591628 0.0591628 
3.0442 0.0591788 0.0591788 
3.0441 0.0591949 0.0591949 
3.044 0.059211 0.059211 
3.0439 0.0592271 0.0592271 
3.0438 0.0592431 0.0592431 
3.0437 0.0592592 0.0592592 
3.0436 0.0592753 0.0592753 
3.0435 0.0592914 0.0592914 
3.0434 0.0593075 0.0593075 
3.0433 0.0593236 0.0593236 
3.0432 0.0593397 0.0593397 
3.0431 0.0593558 0.0593558 
3.043 0.0593719 0.0593719 
3.0429 0.0593881 0.0593881 
3.0428 0.0594042 0.0594042 
3.0427 0.0594203 0.0594203 
3.0426 0.0594364 0.0594364 
3.0425 0.0594526 0.0594526 
3.0424 0.0594687 0.0594687 
3.0423 0.0594848 0.0594848 
3.0422 0.059501 0.059501 
3.0421 0.0595171 0.0595171 
3.042 0.0595333 0.0595333 
3.0419 0.0595494 0.0595494 
3.0418 0.0595656 0.0595656 
3.0417 0.0595818 0.0595818 
3.0416 0.0595979 0.0595979 
3.0415 0.0596141 0.0596141 
3.0414 0.0596303 0.0596303 
3.0413 0.0596465 0.0596465 
3.0412 0.0596626 0.0596626 
3.0411 0.0596788 0.0596788 
3.041 0.059695 0.059695 
3.0409 0.0597112 0.0597112 
3.0408 0.0597274 0.0597274 
3.0407 0.0597436 0.0597436 
3.0406 0.0597598 0.0597598 
3.0405 0.059776 0.059776 
3.0404 0.0597922 0.0597922 
3.0403 0.0598084 0.0598084 
3.0402 0.0598246 0.0598246 
3.0401 0.0598409 0.0598409 
3.04 0.0598571 0.0598571 
3.0399 0.0598733 0.0598733 
3.0398 0.0598896 0.0598896 
3.0397 0.0599058 0.0599058 
3.0396 0.059922 0.059922 
3.0395 0.0599383 0.0599383 
3.0394 0.0599545 0.0599545 
3.0393 0.0599708 0.0599708 
3.0392 0.059987 0.059987 
3.0391 0.0600033 0.0600033 
3.039 0.0600196 0.0600196 
3.0389 0.0600358 0.0600358 
3.0388 0.0600521 0.0600521 
3.0387 0.0600684 0.0600684 
3.0386 0.0600846 0.0600846 
3.0385 0.0601009 0.0601009 
3.0384 0.0601172 0.0601172 
3.0383 0.0601335 0.0601335 
3.0382 0.0601498 0.0601498 
3.0381 0.0601661 0.0601661 
3.038 0.0601824 0.0601824 
3.0379 0.0601987 0.0601987 
3.0378 0.060215 0.060215 
3.0377 0.0602313 0.0602313 
3.0376 0.0602476 0.0602476 
3.0375 0.060264 0.060264 
3.0374 0.0602803 0.0602803 
3.0373 0.0602966 0.0602966 
3.0372 0.0603129 0.0603129 
3.0371 0.0603293 0.0603293 
3.037 0.0603456 0.0603456 
3.0369 0.0603619 0.0603619 
3.0368 0.0603783 0.0603783 
3.0367 0.0603946 0.0603946 
3.0366 0.060411 0.060411 
3.0365 0.0604274 0.0604274 
3.0364 0.0604437 0.0604437 
3.0363 0.0604601 0.0604601 
3.0362 0.0604764 0.0604764 
3.0361 0.0604928 0.0604928 
3.036 0.0605092 0.0605092 
3.0359 0.0605256 0.0605256 
3.0358 0.060542 0.060542 
3.0357 0.0605583 0.0605583 
3.0356 0.0605747 0.0605747 
3.0355 0.0605911 0.0605911 
3.0354 0.0606075 0.0606075 
3.0353 0.0606239 0.0606239 
3.0352 0.0606403 0.0606403 
3.0351 0.0606567 0.0606567 
3.035 0.0606732 0.0606732 
3.0349 0.0606896 0.0606896 
3.0348 0.060706 0.060706 
3.0347 0.0607224 0.0607224 
3.0346 0.0607388 0.0607388 
3.0345 0.0607553 0.0607553 
3.0344 0.0607717 0.0607717 
3.0343 0.0607882 0.0607882 
3.0342 0.0608046 0.0608046 
3.0341 0.060821 0.060821 
3.034 0.0608375 0.0608375 
3.0339 0.060854 0.060854 
3.0338 0.0608704 0.0608704 
3.0337 0.0608869 0.0608869 
3.0336 0.0609033 0.0609033 
3.0335 0.0609198 0.0609198 
3.0334 0.0609363 0.0609363 
3.0333 0.0609528 0.0609528 
3.0332 0.0609692 0.0609692 
3.0331 0.0609857 0.0609857 
3.033 0.0610022 0.0610022 
3.0329 0.0610187 0.0610187 
3.0328 0.0610352 0.0610352 
3.0327 0.0610517 0.0610517 
3.0326 0.0610682 0.0610682 
3.0325 0.0610847 0.0610847 
3.0324 0.0611012 0.0611012 
3.0323 0.0611177 0.0611177 
3.0322 0.0611343 0.0611343 
3.0321 0.0611508 0.0611508 
3.032 0.0611673 0.0611673 
3.0319 0.0611838 0.0611838 
3.0318 0.0612004 0.0612004 
3.0317 0.0612169 0.0612169 
3.0316 0.0612335 0.0612335 
3.0315 0.06125 0.06125 
3.0314 0.0612666 0.0612666 
3.0313 0.0612831 0.0612831 
3.0312 0.0612997 0.0612997 
3.0311 0.0613162 0.0613162 
3.031 0.0613328 0.0613328 
3.0309 0.0613494 0.0613494 
3.0308 0.0613659 0.0613659 
3.0307 0.0613825 0.0613825 
3.0306 0.0613991 0.0613991 
3.0305 0.0614157 0.0614157 
3.0304 0.0614323 0.0614323 
3.0303 0.0614488 0.0614488 
3.0302 0.0614654 0.0614654 
3.0301 0.061482 0.061482 
3.03 0.0614986 0.0614986 
3.0299 0.0615152 0.0615152 
3.0298 0.0615319 0.0615319 
3.0297 0.0615485 0.0615485 
3.0296 0.0615651 0.0615651 
3.0295 0.0615817 0.0615817 
3.0294 0.0615983 0.0615983 
3.0293 0.061615 0.061615 
3.0292 0.0616316 0.0616316 
3.0291 0.0616482 0.0616482 
3.029 0.0616649 0.0616649 
3.0289 0.0616815 0.0616815 
3.0288 0.0616982 0.0616982 
3.0287 0.0617148 0.0617148 
3.0286 0.0617315 0.0617315 
3.0285 0.0617481 0.0617481 
3.0284 0.0617648 0.0617648 
3.0283 0.0617815 0.0617815 
3.0282 0.0617981 0.0617981 
3.0281 0.0618148 0.0618148 
3.028 0.0618315 0.0618315 
3.0279 0.0618482 0.0618482 
3.0278 0.0618649 0.0618649 
3.0277 0.0618815 0.0618815 
3.0276 0.0618982 0.0618982 
3.0275 0.0619149 0.0619149 
3.0274 0.0619316 0.0619316 
3.0273 0.0619483 0.0619483 
3.0272 0.0619651 0.0619651 
3.0271 0.0619818 0.0619818 
3.027 0.0619985 0.0619985 
3.0269 0.0620152 0.0620152 
3.0268 0.0620319 0.0620319 
3.0267 0.0620487 0.0620487 
3.0266 0.0620654 0.0620654 
3.0265 0.0620821 0.0620821 
3.0264 0.0620989 0.0620989 
3.0263 0.0621156 0.0621156 
3.0262 0.0621324 0.0621324 
3.0261 0.0621491 0.0621491 
3.026 0.0621659 0.0621659 
3.0259 0.0621826 0.0621826 
3.0258 0.0621994 0.0621994 
3.0257 0.0622162 0.0622162 
3.0256 0.0622329 0.0622329 
3.0255 0.0622497 0.0622497 
3.0254 0.0622665 0.0622665 
3.0253 0.0622833 0.0622833 
3.0252 0.0623 0.0623 
3.0251 0.0623168 0.0623168 
3.025 0.0623336 0.0623336 
3.0249 0.0623504 0.0623504 
3.0248 0.0623672 0.0623672 
3.0247 0.062384 0.062384 
3.0246 0.0624008 0.0624008 
3.0245 0.0624177 0.0624177 
3.0244 0.0624345 0.0624345 
3.0243 0.0624513 0.0624513 
3.0242 0.0624681 0.0624681 
3.0241 0.0624849 0.0624849 
3.024 0.0625018 0.0625018 
3.0239 0.0625186 0.0625186 
3.0238 0.0625354 0.0625354 
3.0237 0.0625523 0.0625523 
3.0236 0.0625691 0.0625691 
3.0235 0.062586 0.062586 
3.0234 0.0626028 0.0626028 
3.0233 0.0626197 0.0626197 
3.0232 0.0626366 0.0626366 
3.0231 0.0626534 0.0626534 
3.023 0.0626703 0.0626703 
3.0229 0.0626872 0.0626872 
3.0228 0.0627041 0.0627041 
3.0227 0.0627209 0.0627209 
3.0226 0.0627378 0.0627378 
3.0225 0.0627547 0.0627547 
3.0224 0.0627716 0.0627716 
3.0223 0.0627885 0.0627885 
3.0222 0.0628054 0.0628054 
3.0221 0.0628223 0.0628223 
3.022 0.0628392 0.0628392 
3.0219 0.0628561 0.0628561 
3.0218 0.062873 0.062873 
3.0217 0.06289 0.06289 
3.0216 0.0629069 0.0629069 
3.0215 0.0629238 0.0629238 
3.0214 0.0629407 0.0629407 
3.0213 0.0629577 0.0629577 
3.0212 0.0629746 0.0629746 
3.0211 0.0629916 0.0629916 
3.021 0.0630085 0.0630085 
3.0209 0.0630255 0.0630255 
3.0208 0.0630424 0.0630424 
3.0207 0.0630594 0.0630594 
3.0206 0.0630763 0.0630763 
3.0205 0.0630933 0.0630933 
3.0204 0.0631103 0.0631103 
3.0203 0.0631273 0.0631273 
3.0202 0.0631442 0.0631442 
3.0201 0.0631612 0.0631612 
3.02 0.0631782 0.0631782 
3.0199 0.0631952 0.0631952 
3.0198 0.0632122 0.0632122 
3.0197 0.0632292 0.0632292 
3.0196 0.0632462 0.0632462 
3.0195 0.0632632 0.0632632 
3.0194 0.0632802 0.0632802 
3.0193 0.0632972 0.0632972 
3.0192 0.0633142 0.0633142 
3.0191 0.0633312 0.0633312 
3.019 0.0633483 0.0633483 
3.0189 0.0633653 0.0633653 
3.0188 0.0633823 0.0633823 
3.0187 0.0633994 0.0633994 
3.0186 0.0634164 0.0634164 
3.0185 0.0634335 0.0634335 
3.0184 0.0634505 0.0634505 
3.0183 0.0634676 0.0634676 
3.0182 0.0634846 0.0634846 
3.0181 0.0635017 0.0635017 
3.018 0.0635187 0.0635187 
3.0179 0.0635358 0.0635358 
3.0178 0.0635529 0.0635529 
3.0177 0.0635699 0.0635699 
3.0176 0.063587 0.063587 
3.0175 0.0636041 0.0636041 
3.0174 0.0636212 0.0636212 
3.0173 0.0636383 0.0636383 
3.0172 0.0636554 0.0636554 
3.0171 0.0636725 0.0636725 
3.017 0.0636896 0.0636896 
3.0169 0.0637067 0.0637067 
3.0168 0.0637238 0.0637238 
3.0167 0.0637409 0.0637409 
3.0166 0.063758 0.063758 
3.0165 0.0637751 0.0637751 
3.0164 0.0637923 0.0637923 
3.0163 0.0638094 0.0638094 
3.0162 0.0638265 0.0638265 
3.0161 0.0638437 0.0638437 
3.016 0.0638608 0.0638608 
3.0159 0.063878 0.063878 
3.0158 0.0638951 0.0638951 
3.0157 0.0639123 0.0639123 
3.0156 0.0639294 0.0639294 
3.0155 0.0639466 0.0639466 
3.0154 0.0639637 0.0639637 
3.0153 0.0639809 0.0639809 
3.0152 0.0639981 0.0639981 
3.0151 0.0640153 0.0640153 
3.015 0.0640324 0.0640324 
3.0149 0.0640496 0.0640496 
3.0148 0.0640668 0.0640668 
3.0147 0.064084 0.064084 
3.0146 0.0641012 0.0641012 
3.0145 0.0641184 0.0641184 
3.0144 0.0641356 0.0641356 
3.0143 0.0641528 0.0641528 
3.0142 0.06417 0.06417 
3.0141 0.0641872 0.0641872 
3.014 0.0642045 0.0642045 
3.0139 0.0642217 0.0642217 
3.0138 0.0642389 0.0642389 
3.0137 0.0642561 0.0642561 
3.0136 0.0642734 0.0642734 
3.0135 0.0642906 0.0642906 
3.0134 0.0643078 0.0643078 
3.0133 0.0643251 0.0643251 
3.0132 0.0643423 0.0643423 
3.0131 0.0643596 0.0643596 
3.013 0.0643769 0.0643769 
3.0129 0.0643941 0.0643941 
3.0128 0.0644114 0.0644114 
3.0127 0.0644287 0.0644287 
3.0126 0.0644459 0.0644459 
3.0125 0.0644632 0.0644632 
3.0124 0.0644805 0.0644805 
3.0123 0.0644978 0.0644978 
3.0122 0.0645151 0.0645151 
3.0121 0.0645324 0.0645324 
3.012 0.0645497 0.0645497 
3.0119 0.064567 0.064567 
3.0118 0.0645843 0.0645843 
3.0117 0.0646016 0.0646016 
3.0116 0.0646189 0.0646189 
3.0115 0.0646362 0.0646362 
3.0114 0.0646535 0.0646535 
3.0113 0.0646708 0.0646708 
3.0112 0.0646882 0.0646882 
3.0111 0.0647055 0.0647055 
3.011 0.0647228 0.0647228 
3.0109 0.0647402 0.0647402 
3.0108 0.0647575 0.0647575 
3.0107 0.0647749 0.0647749 
3.0106 0.0647922 0.0647922 
3.0105 0.0648096 0.0648096 
3.0104 0.0648269 0.0648269 
3.0103 0.0648443 0.0648443 
3.0102 0.0648617 0.0648617 
3.0101 0.064879 0.064879 
3.01 0.0648964 0.0648964 
3.0099 0.0649138 0.0649138 
3.0098 0.0649312 0.0649312 
3.0097 0.0649486 0.0649486 
3.0096 0.064966 0.064966 
3.0095 0.0649834 0.0649834 
3.0094 0.0650008 0.0650008 
3.0093 0.0650182 0.0650182 
3.0092 0.0650356 0.0650356 
3.0091 0.065053 0.065053 
3.009 0.0650704 0.0650704 
3.0089 0.0650878 0.0650878 
3.0088 0.0651052 0.0651052 
3.0087 0.0651227 0.0651227 
3.0086 0.0651401 0.0651401 
3.0085 0.0651575 0.0651575 
3.0084 0.065175 0.065175 
3.0083 0.0651924 0.0651924 
3.0082 0.0652099 0.0652099 
3.0081 0.0652273 0.0652273 
3.008 0.0652448 0.0652448 
3.0079 0.0652622 0.0652622 
3.0078 0.0652797 0.0652797 
3.0077 0.0652972 0.0652972 
3.0076 0.0653146 0.0653146 
3.0075 0.0653321 0.0653321 
3.0074 0.0653496 0.0653496 
3.0073 0.0653671 0.0653671 
3.0072 0.0653845 0.0653845 
3.0071 0.065402 0.065402 
3.007 0.0654195 0.0654195 
3.0069 0.065437 0.065437 
3.0068 0.0654545 0.0654545 
3.0067 0.065472 0.065472 
3.0066 0.0654895 0.0654895 
3.0065 0.0655071 0.0655071 
3.0064 0.0655246 0.0655246 
3.0063 0.0655421 0.0655421 
3.0062 0.0655596 0.0655596 
3.0061 0.0655772 0.0655772 
3.006 0.0655947 0.0655947 
3.0059 0.0656122 0.0656122 
3.0058 0.0656298 0.0656298 
3.0057 0.0656473 0.0656473 
3.0056 0.0656649 0.0656649 
3.0055 0.0656824 0.0656824 
3.0054 0.0657 0.0657 
3.0053 0.0657175 0.0657175 
3.0052 0.0657351 0.0657351 
3.0051 0.0657527 0.0657527 
3.005 0.0657702 0.0657702 
3.0049 0.0657878 0.0657878 
3.0048 0.0658054 0.0658054 
3.0047 0.065823 0.065823 
3.0046 0.0658406 0.0658406 
3.0045 0.0658582 0.0658582 
3.0044 0.0658758 0.0658758 
3.0043 0.0658934 0.0658934 
3.0042 0.065911 0.065911 
3.0041 0.0659286 0.0659286 
3.004 0.0659462 0.0659462 
3.0039 0.0659638 0.0659638 
3.0038 0.0659814 0.0659814 
3.0037 0.0659991 0.0659991 
3.0036 0.0660167 0.0660167 
3.0035 0.0660343 0.0660343 
3.0034 0.066052 0.066052 
3.0033 0.0660696 0.0660696 
3.0032 0.0660872 0.0660872 
3.0031 0.0661049 0.0661049 
3.003 0.0661225 0.0661225 
3.0029 0.0661402 0.0661402 
3.0028 0.0661579 0.0661579 
3.0027 0.0661755 0.0661755 
3.0026 0.0661932 0.0661932 
3.0025 0.0662109 0.0662109 
3.0024 0.0662285 0.0662285 
3.0023 0.0662462 0.0662462 
3.0022 0.0662639 0.0662639 
3.0021 0.0662816 0.0662816 
3.002 0.0662993 0.0662993 
3.0019 0.066317 0.066317 
3.0018 0.0663347 0.0663347 
3.0017 0.0663524 0.0663524 
3.0016 0.0663701 0.0663701 
3.0015 0.0663878 0.0663878 
3.0014 0.0664055 0.0664055 
3.0013 0.0664232 0.0664232 
3.0012 0.066441 0.066441 
3.0011 0.0664587 0.0664587 
3.001 0.0664764 0.0664764 
3.0009 0.0664942 0.0664942 
3.0008 0.0665119 0.0665119 
3.0007 0.0665297 0.0665297 
3.0006 0.0665474 0.0665474 
3.0005 0.0665652 0.0665652 
3.0004 0.0665829 0.0665829 
3.0003 0.0666007 0.0666007 
3.0002 0.0666184 0.0666184 
3.0001 0.0666362 0.0666362 
3 0.066654 0.066654 
2.9999 0.0666718 0.0666718 
2.9998 0.0666895 0.0666895 
2.9997 0.0667073 0.0667073 
2.9996 0.0667251 0.0667251 
2.9995 0.0667429 0.0667429 
2.9994 0.0667607 0.0667607 
2.9993 0.0667785 0.0667785 
2.9992 0.0667963 0.0667963 
2.9991 0.0668141 0.0668141 
2.999 0.0668319 0.0668319 
2.9989 0.0668497 0.0668497 
2.9988 0.0668676 0.0668676 
2.9987 0.0668854 0.0668854 
2.9986 0.0669032 0.0669032 
2.9985 0.066921 0.066921 
2.9984 0.0669389 0.0669389 
2.9983 0.0669567 0.0669567 
2.9982 0.0669746 0.0669746 
2.9981 0.0669924 0.0669924 
2.998 0.0670103 0.0670103 
2.9979 0.0670281 0.0670281 
2.9978 0.067046 0.067046 
2.9977 0.0670638 0.0670638 
2.9976 0.0670817 0.0670817 
2.9975 0.0670996 0.0670996 
2.9974 0.0671175 0.0671175 
2.9973 0.0671353 0.0671353 
2.9972 0.0671532 0.0671532 
2.9971 0.0671711 0.0671711 
2.997 0.067189 0.067189 
2.9969 0.0672069 0.0672069 
2.9968 0.0672248 0.0672248 
2.9967 0.0672427 0.0672427 
2.9966 0.0672606 0.0672606 
2.9965 0.0672785 0.0672785 
2.9964 0.0672965 0.0672965 
