#a dl0 dl1 dl2 ... 
0.5 -0.635868 0.644368 -1.51806 -0.861415 -0.568268 -1.0216 0.360733 0.125295 0.0600235
0.505051 -0.635872 0.644342 -1.51816 -0.861555 -0.568275 -1.02174 0.360589 0.125295 0.0598862
0.510101 -0.635877 0.644316 -1.51826 -0.861694 -0.568283 -1.02188 0.360447 0.125296 0.0597512
0.515152 -0.635872 0.644345 -1.51815 -0.861541 -0.568274 -1.02173 0.360604 0.125296 0.0599004
0.520202 -0.635876 0.64432 -1.51824 -0.861675 -0.568281 -1.02186 0.360467 0.125296 0.0597695
0.525253 -0.635871 0.644349 -1.51813 -0.861518 -0.568273 -1.0217 0.360627 0.125296 0.0599227
0.530303 -0.635875 0.644325 -1.51822 -0.861648 -0.56828 -1.02184 0.360494 0.125297 0.0597962
0.535354 -0.635869 0.644355 -1.51811 -0.861487 -0.568271 -1.02167 0.360659 0.125296 0.059953
0.540404 -0.635873 0.644332 -1.5182 -0.861612 -0.568278 -1.0218 0.360531 0.125297 0.0598307
0.545455 -0.635868 0.644363 -1.51808 -0.861447 -0.568269 -1.02163 0.3607 0.125296 0.0599919
0.550505 -0.635872 0.64434 -1.51817 -0.861568 -0.568275 -1.02175 0.360576 0.125297 0.0598738
0.555556 -0.635875 0.644318 -1.51825 -0.861687 -0.568281 -1.02188 0.360454 0.125298 0.0597579
0.560606 -0.63587 0.64435 -1.51813 -0.861516 -0.568272 -1.0217 0.360629 0.125297 0.0599248
0.565657 -0.635873 0.644329 -1.51821 -0.86163 -0.568278 -1.02182 0.360512 0.125297 0.0598132
0.570707 -0.635867 0.644362 -1.51809 -0.861455 -0.568268 -1.02164 0.360692 0.125297 0.0599841
0.575758 -0.635871 0.644341 -1.51817 -0.861565 -0.568274 -1.02175 0.360579 0.125297 0.0598768
0.580808 -0.635874 0.644322 -1.51824 -0.861673 -0.568279 -1.02186 0.360469 0.125298 0.0597719
0.585859 -0.635868 0.644356 -1.51811 -0.861491 -0.56827 -1.02167 0.360654 0.125297 0.0599488
0.590909 -0.635871 0.644336 -1.51819 -0.861595 -0.568275 -1.02178 0.360549 0.125298 0.0598479
0.59596 -0.635875 0.644317 -1.51826 -0.861696 -0.56828 -1.02189 0.360445 0.125299 0.0597489
0.60101 -0.635868 0.644353 -1.51813 -0.861508 -0.56827 -1.02169 0.360637 0.125298 0.0599319
0.606061 -0.635871 0.644335 -1.51819 -0.861605 -0.568275 -1.02179 0.360538 0.125298 0.0598375
0.611111 -0.635865 0.644371 -1.51806 -0.861414 -0.568265 -1.02159 0.360734 0.125298 0.0600244
0.616162 -0.635868 0.644354 -1.51812 -0.861506 -0.56827 -1.02169 0.360639 0.125298 0.0599342
0.621212 -0.635871 0.644337 -1.51819 -0.861597 -0.568274 -1.02178 0.360547 0.125299 0.0598462
0.626263 -0.635873 0.64432 -1.51825 -0.861685 -0.568279 -1.02187 0.360457 0.1253 0.0597604
0.631313 -0.635867 0.644358 -1.51811 -0.861484 -0.568268 -1.02167 0.360661 0.125299 0.0599552
0.636364 -0.635869 0.644342 -1.51817 -0.861568 -0.568273 -1.02175 0.360576 0.125299 0.0598737
0.641414 -0.635872 0.644327 -1.51822 -0.86165 -0.568277 -1.02184 0.360492 0.1253 0.0597943
0.646465 -0.635865 0.644366 -1.51808 -0.861443 -0.568266 -1.02163 0.360703 0.125299 0.0599954
0.651515 -0.635867 0.644352 -1.51813 -0.861521 -0.56827 -1.02171 0.360624 0.125299 0.05992
0.656566 -0.63587 0.644338 -1.51819 -0.861596 -0.568273 -1.02178 0.360548 0.1253 0.0598471
0.661616 -0.635872 0.644324 -1.51824 -0.861668 -0.568277 -1.02186 0.360473 0.1253 0.0597761
0.666667 -0.635864 0.644365 -1.51809 -0.861454 -0.568266 -1.02164 0.360693 0.125299 0.0599853
0.671717 -0.635867 0.644352 -1.51813 -0.861522 -0.568269 -1.02171 0.360623 0.1253 0.0599189
0.676768 -0.635869 0.64434 -1.51818 -0.861588 -0.568272 -1.02177 0.360555 0.1253 0.0598544
0.681818 -0.635871 0.644328 -1.51823 -0.861652 -0.568276 -1.02184 0.36049 0.125301 0.0597924
0.686869 -0.635863 0.64437 -1.51807 -0.861429 -0.568264 -1.02161 0.360718 0.1253 0.0600093
0.691919 -0.635865 0.644359 -1.51811 -0.861488 -0.568267 -1.02167 0.360657 0.1253 0.0599516
0.69697 -0.635867 0.644348 -1.51815 -0.861546 -0.56827 -1.02173 0.360599 0.125301 0.0598957
0.70202 -0.635869 0.644338 -1.51819 -0.861601 -0.568272 -1.02179 0.360542 0.125301 0.059842
0.707071 -0.63587 0.644328 -1.51823 -0.861653 -0.568275 -1.02184 0.360489 0.125302 0.0597908
0.712121 -0.635862 0.644372 -1.51806 -0.86142 -0.568263 -1.0216 0.360727 0.125301 0.060018
0.717172 -0.635864 0.644363 -1.5181 -0.861469 -0.568265 -1.02165 0.360677 0.125301 0.0599707
0.722222 -0.635865 0.644355 -1.51813 -0.861515 -0.568267 -1.0217 0.36063 0.125301 0.059926
0.727273 -0.635866 0.644346 -1.51816 -0.861559 -0.568269 -1.02174 0.360585 0.125302 0.0598832
0.732323 -0.635868 0.644339 -1.51819 -0.8616 -0.568272 -1.02179 0.360543 0.125302 0.0598425
0.737374 -0.635869 0.644331 -1.51822 -0.86164 -0.568274 -1.02183 0.360503 0.125302 0.0598041
0.742424 -0.63587 0.644324 -1.51824 -0.861677 -0.568275 -1.02187 0.360465 0.125303 0.0597678
0.747475 -0.635862 0.644371 -1.51807 -0.861429 -0.568262 -1.02161 0.360718 0.125302 0.0600093
0.752525 -0.635862 0.644365 -1.51809 -0.861462 -0.568264 -1.02164 0.360684 0.125302 0.0599776
0.757576 -0.635864 0.644359 -1.51811 -0.861493 -0.568265 -1.02168 0.360653 0.125302 0.0599478
0.762626 -0.635865 0.644354 -1.51813 -0.861521 -0.568267 -1.02171 0.360624 0.125303 0.0599202
0.767677 -0.635866 0.644348 -1.51815 -0.861548 -0.568268 -1.02173 0.360598 0.125303 0.0598948
0.772727 -0.635868 0.644343 -1.51817 -0.861572 -0.56827 -1.02176 0.360573 0.125303 0.0598716
0.777778 -0.63587 0.644337 -1.51819 -0.861595 -0.568272 -1.02178 0.360551 0.125303 0.0598506
0.782828 -0.635874 0.644331 -1.5182 -0.861616 -0.568274 -1.0218 0.360531 0.125304 0.0598315
0.787879 -0.635878 0.644324 -1.51822 -0.861635 -0.568277 -1.02182 0.360514 0.125304 0.0598149
0.792929 -0.635885 0.644316 -1.51823 -0.861654 -0.56828 -1.02184 0.360499 0.125304 0.0598005
0.79798 -0.635894 0.644305 -1.51825 -0.861672 -0.568285 -1.02186 0.360486 0.125304 0.0597882
0.80303 -0.635908 0.644291 -1.51827 -0.861691 -0.568292 -1.02188 0.360475 0.125304 0.0597782
0.808081 -0.635927 0.644272 -1.51829 -0.861711 -0.568301 -1.0219 0.360466 0.125305 0.0597704
0.813131 -0.635954 0.644246 -1.51831 -0.861733 -0.568314 -1.02192 0.36046 0.125305 0.0597645
0.818182 -0.635991 0.644211 -1.51834 -0.86176 -0.568331 -1.02194 0.360456 0.125305 0.059761
0.823232 -0.636042 0.644163 -1.51839 -0.861793 -0.568355 -1.02197 0.360454 0.125305 0.0597598
0.828283 -0.636112 0.644099 -1.51844 -0.861835 -0.568388 -1.02201 0.360454 0.125305 0.0597605
0.833333 -0.636204 0.644014 -1.51851 -0.861889 -0.568431 -1.02206 0.360456 0.125305 0.0597636
0.838384 -0.636326 0.643902 -1.5186 -0.86196 -0.568488 -1.02213 0.36046 0.125306 0.059769
0.843434 -0.636484 0.643756 -1.51872 -0.862051 -0.568563 -1.02221 0.360466 0.125306 0.0597763
0.848485 -0.636688 0.643568 -1.51888 -0.862169 -0.568659 -1.02232 0.360473 0.125306 0.059786
0.853535 -0.636948 0.643328 -1.51908 -0.86232 -0.568783 -1.02246 0.360482 0.125306 0.0597977
0.858586 -0.637276 0.643027 -1.51933 -0.862511 -0.568939 -1.02264 0.360493 0.125306 0.0598118
0.863636 -0.637684 0.64265 -1.51964 -0.862751 -0.569134 -1.02287 0.360505 0.125306 0.0598279
0.868687 -0.638188 0.642184 -1.52003 -0.86305 -0.569376 -1.02315 0.360518 0.125306 0.0598464
0.873737 -0.638804 0.641615 -1.52051 -0.863419 -0.569673 -1.02349 0.360531 0.125306 0.0598669
0.878788 -0.63955 0.640924 -1.5211 -0.863868 -0.570035 -1.02392 0.360546 0.125306 0.0598895
0.883838 -0.640446 0.640093 -1.5218 -0.864413 -0.570471 -1.02443 0.36056 0.125306 0.0599146
0.888889 -0.641512 0.639104 -1.52264 -0.865065 -0.570993 -1.02505 0.360575 0.125306 0.0599417
0.893939 -0.642771 0.637935 -1.52363 -0.865841 -0.571612 -1.02578 0.36059 0.125305 0.0599709
0.89899 -0.644246 0.636564 -1.5248 -0.866756 -0.572341 -1.02666 0.360604 0.125305 0.0600026
0.90404 -0.64597 0.634916 -1.52636 -0.868104 -0.573208 -1.02796 0.360332 0.125307 0.059765
0.909091 -0.647947 0.633074 -1.52793 -0.869347 -0.574198 -1.02915 0.360344 0.125306 0.059801
0.914141 -0.650212 0.630963 -1.52974 -0.870779 -0.575338 -1.03053 0.360355 0.125306 0.0598391
0.919192 -0.652789 0.628559 -1.53181 -0.872418 -0.576644 -1.03211 0.360363 0.125306 0.0598795
0.924242 -0.655701 0.625839 -1.53416 -0.874281 -0.57813 -1.03391 0.360369 0.125305 0.059922
0.929293 -0.658971 0.622783 -1.5368 -0.876387 -0.57981 -1.03595 0.360373 0.125305 0.0599668
0.934343 -0.662622 0.619367 -1.53975 -0.878751 -0.5817 -1.03826 0.360374 0.125305 0.0600137
0.939394 -0.666686 0.615516 -1.54324 -0.881666 -0.583824 -1.04112 0.360087 0.125306 0.0597926
0.944444 -0.671157 0.611325 -1.54689 -0.884595 -0.586173 -1.04399 0.360081 0.125305 0.0598441
0.949495 -0.676065 0.606721 -1.5509 -0.887829 -0.588771 -1.04718 0.360072 0.125305 0.0598978
0.954545 -0.681424 0.601688 -1.55529 -0.891382 -0.591631 -1.05068 0.360058 0.125304 0.0599536
0.959596 -0.687249 0.596215 -1.56007 -0.895265 -0.594764 -1.05453 0.360039 0.125304 0.0600117
0.964646 -0.693565 0.590224 -1.56547 -0.899761 -0.598192 -1.05901 0.359734 0.125305 0.0598024
0.969697 -0.700351 0.583836 1.57051 -0.904335 -0.601901 -1.06358 0.359707 0.125304 0.059865
0.974747 -0.707626 0.576981 1.56448 -0.909268 -0.605913 -1.06852 0.359675 0.125304 0.0599298
0.979798 -0.715397 0.569653 1.55803 -0.914566 -0.610234 -1.07384 0.359639 0.125303 0.0599965
0.984848 -0.723684 0.561779 1.55093 -0.920503 -0.614879 -1.07983 0.359315 0.125304 0.0597967
0.989899 -0.732448 0.5535 1.54361 -0.926543 -0.619835 -1.08593 0.35927 0.125303 0.0598682
0.994949 -0.741706 0.544748 1.53585 -0.932959 -0.625115 -1.09242 0.35922 0.125303 0.0599417
1 -0.751454 0.535526 1.52767 -0.939751 -0.630722 -1.09931 0.359165 0.125302 0.0600177
