#x y(l)
0.876112 0.00637672
0.876254 0.00638628
0.876396 0.00639583
0.876538 0.00640539
0.87668 0.00641495
0.876822 0.00642452
0.876964 0.00643408
0.877106 0.00644365
0.877248 0.00645321
0.87739 0.00646278
0.877532 0.00647235
0.877674 0.00648192
0.877816 0.0064915
0.877958 0.00650107
0.8781 0.00651065
0.878242 0.00652023
0.878384 0.00652981
0.878526 0.00653939
0.878668 0.00654897
0.87881 0.00655855
0.878952 0.00656814
0.879094 0.00657772
0.879236 0.00658731
0.879378 0.0065969
0.87952 0.00660649
0.879662 0.00661608
0.879804 0.00662568
0.879946 0.00663527
0.880088 0.00664487
0.88023 0.00665447
0.880372 0.00666407
0.880514 0.00667367
0.880656 0.00668327
0.880798 0.00669288
0.88094 0.00670248
0.881082 0.00671209
0.881224 0.0067217
0.881366 0.00673131
0.881508 0.00674092
0.88165 0.00675053
0.881792 0.00676015
0.881934 0.00676976
0.882076 0.00677938
0.882218 0.006789
0.88236 0.00679862
0.882502 0.00680824
0.882644 0.00681786
0.882786 0.00682749
0.882928 0.00683711
0.88307 0.00684674
0.883212 0.00685637
0.883354 0.006866
0.883496 0.00687563
0.883638 0.00688526
0.88378 0.0068949
0.883922 0.00690453
0.884064 0.00691417
0.884206 0.00692381
0.884348 0.00693345
0.88449 0.00694309
0.884632 0.00695273
0.884774 0.00696238
0.884916 0.00697202
0.885058 0.00698167
0.8852 0.00699132
0.885342 0.00700097
0.885484 0.00701062
0.885626 0.00702027
0.885768 0.00702993
0.88591 0.00703958
0.886052 0.00704924
0.886194 0.0070589
0.886336 0.00706856
0.886478 0.00707822
0.88662 0.00708788
0.886762 0.00709754
0.886904 0.00710721
0.887046 0.00711688
0.887188 0.00712654
0.88733 0.00713621
0.887472 0.00714588
0.887614 0.00715556
0.887756 0.00716523
0.887898 0.00717491
0.88804 0.00718458
0.888182 0.00719426
0.888324 0.00720394
0.888466 0.00721362
0.888608 0.0072233
0.88875 0.00723298
0.888892 0.00724267
0.889034 0.00725235
0.889176 0.00726204
0.889318 0.00727173
0.88946 0.00728142
0.889602 0.00729111
0.889744 0.0073008
0.889886 0.0073105
0.890028 0.00732019
0.89017 0.00732989
0.890312 0.00733959
0.890454 0.00734929
0.890596 0.00735899
0.890738 0.00736869
0.89088 0.00737839
0.891022 0.0073881
0.891164 0.0073978
0.891306 0.00740751
0.891448 0.00741722
0.89159 0.00742693
0.891732 0.00743664
0.891874 0.00744635
0.892016 0.00745607
0.892158 0.00746578
0.8923 0.0074755
0.892442 0.00748522
0.892584 0.00749494
0.892726 0.00750466
0.892868 0.00751438
0.89301 0.0075241
0.893152 0.00753383
0.893294 0.00754355
0.893436 0.00755328
0.893578 0.00756301
0.89372 0.00757274
0.893862 0.00758247
0.894004 0.0075922
0.894146 0.00760194
0.894288 0.00761167
0.89443 0.00762141
0.894572 0.00763115
0.894714 0.00764088
0.894856 0.00765063
0.894998 0.00766037
0.89514 0.00767011
0.895282 0.00767985
0.895424 0.0076896
0.895566 0.00769935
0.895708 0.00770909
0.89585 0.00771884
0.895992 0.00772859
0.896134 0.00773834
0.896276 0.0077481
0.896418 0.00775785
0.89656 0.00776761
0.896702 0.00777736
0.896844 0.00778712
0.896986 0.00779688
0.897128 0.00780664
0.89727 0.0078164
0.897412 0.00782617
0.897554 0.00783593
0.897696 0.0078457
0.897838 0.00785546
0.89798 0.00786523
0.898122 0.007875
0.898264 0.00788477
0.898406 0.00789454
0.898548 0.00790432
0.89869 0.00791409
0.898832 0.00792387
0.898974 0.00793364
0.899116 0.00794342
0.899258 0.0079532
0.8994 0.00796298
0.899542 0.00797276
0.899684 0.00798255
0.899826 0.00799233
0.899968 0.00800212
0.90011 0.0080119
0.900252 0.00802169
0.900394 0.00803148
0.900536 0.00804127
0.900678 0.00805106
0.90082 0.00806086
0.900962 0.00807065
0.901104 0.00808044
0.901246 0.00809024
0.901388 0.00810004
0.90153 0.00810984
0.901672 0.00811964
0.901814 0.00812944
0.901956 0.00813924
0.902098 0.00814904
0.90224 0.00815885
0.902382 0.00816866
0.902524 0.00817846
0.902666 0.00818827
0.902808 0.00819808
0.90295 0.00820789
0.903092 0.0082177
0.903234 0.00822752
0.903376 0.00823733
0.903518 0.00824715
0.90366 0.00825696
0.903802 0.00826678
0.903944 0.0082766
0.904086 0.00828642
0.904228 0.00829624
0.90437 0.00830607
0.904512 0.00831589
0.904654 0.00832571
0.904796 0.00833554
0.904938 0.00834537
0.90508 0.0083552
0.905222 0.00836503
0.905364 0.00837486
0.905506 0.00838469
0.905648 0.00839452
0.90579 0.00840436
0.905932 0.00841419
0.906074 0.00842403
0.906216 0.00843387
0.906358 0.00844371
0.9065 0.00845355
0.906642 0.00846339
0.906784 0.00847323
0.906926 0.00848307
0.907068 0.00849292
0.90721 0.00850276
0.907352 0.00851261
0.907494 0.00852246
0.907636 0.00853231
0.907778 0.00854216
0.90792 0.00855201
0.908062 0.00856186
0.908204 0.00857172
0.908346 0.00858157
0.908488 0.00859143
0.90863 0.00860128
0.908772 0.00861114
0.908914 0.008621
0.909056 0.00863086
0.909198 0.00864072
0.90934 0.00865058
0.909482 0.00866045
0.909624 0.00867031
0.909766 0.00868018
0.909908 0.00869005
0.91005 0.00869991
0.910192 0.00870978
0.910334 0.00871965
0.910476 0.00872953
0.910618 0.0087394
0.91076 0.00874927
0.910902 0.00875915
0.911044 0.00876902
0.911186 0.0087789
0.911328 0.00878878
0.91147 0.00879866
0.911612 0.00880854
0.911754 0.00881842
0.911896 0.0088283
0.912038 0.00883818
0.91218 0.00884807
0.912322 0.00885795
0.912464 0.00886784
0.912606 0.00887773
0.912748 0.00888762
0.91289 0.00889751
0.913032 0.0089074
0.913174 0.00891729
0.913316 0.00892718
0.913458 0.00893708
0.9136 0.00894697
0.913742 0.00895687
0.913884 0.00896677
0.914026 0.00897667
0.914168 0.00898656
0.91431 0.00899646
0.914452 0.00900637
0.914594 0.00901627
0.914736 0.00902617
0.914878 0.00903608
0.91502 0.00904598
0.915162 0.00905589
0.915304 0.0090658
0.915446 0.00907571
0.915588 0.00908562
0.91573 0.00909553
0.915872 0.00910544
0.916014 0.00911535
0.916156 0.00912527
0.916298 0.00913518
0.91644 0.0091451
0.916582 0.00915501
0.916724 0.00916493
0.916866 0.00917485
0.917008 0.00918477
0.91715 0.00919469
0.917292 0.00920462
0.917434 0.00921454
0.917576 0.00922446
0.917718 0.00923439
0.91786 0.00924431
0.918002 0.00925424
0.918144 0.00926417
0.918286 0.0092741
0.918428 0.00928403
0.91857 0.00929396
0.918712 0.00930389
0.918854 0.00931383
0.918996 0.00932376
0.919138 0.0093337
0.91928 0.00934363
0.919422 0.00935357
0.919564 0.00936351
0.919706 0.00937345
0.919848 0.00938339
0.91999 0.00939333
0.920132 0.00940327
0.920274 0.00941321
0.920416 0.00942316
0.920558 0.0094331
0.9207 0.00944305
0.920842 0.009453
0.920984 0.00946294
0.921126 0.00947289
0.921268 0.00948284
0.92141 0.00949279
0.921552 0.00950274
0.921694 0.0095127
0.921836 0.00952265
0.921978 0.00953261
0.92212 0.00954256
0.922262 0.00955252
0.922404 0.00956248
0.922546 0.00957243
0.922688 0.00958239
0.92283 0.00959236
0.922972 0.00960232
0.923114 0.00961228
0.923256 0.00962224
0.923398 0.00963221
0.92354 0.00964217
0.923682 0.00965214
0.923824 0.0096621
0.923966 0.00967207
0.924108 0.00968204
0.92425 0.00969201
0.924392 0.00970198
0.924534 0.00971195
0.924676 0.00972193
0.924818 0.0097319
0.92496 0.00974188
0.925102 0.00975185
0.925244 0.00976183
0.925386 0.0097718
0.925528 0.00978178
0.92567 0.00979176
0.925812 0.00980174
0.925954 0.00981172
0.926096 0.0098217
0.926238 0.00983169
0.92638 0.00984167
0.926522 0.00985166
0.926664 0.00986164
0.926806 0.00987163
0.926948 0.00988161
0.92709 0.0098916
0.927232 0.00990159
0.927374 0.00991158
0.927516 0.00992157
0.927658 0.00993156
0.9278 0.00994156
0.927942 0.00995155
0.928084 0.00996155
0.928226 0.00997154
0.928368 0.00998154
0.92851 0.00999153
0.928652 0.0100015
0.928794 0.0100115
0.928936 0.0100215
0.929078 0.0100315
0.92922 0.0100415
0.929362 0.0100515
0.929504 0.0100615
0.929646 0.0100715
0.929788 0.0100815
0.92993 0.0100916
0.930072 0.0101016
0.930214 0.0101116
0.930356 0.0101216
0.930498 0.0101316
0.93064 0.0101416
0.930782 0.0101516
0.930924 0.0101616
0.931066 0.0101716
0.931208 0.0101816
0.93135 0.0101917
0.931492 0.0102017
0.931634 0.0102117
0.931776 0.0102217
0.931918 0.0102317
0.93206 0.0102417
0.932202 0.0102518
0.932344 0.0102618
0.932486 0.0102718
0.932628 0.0102818
0.93277 0.0102919
0.932912 0.0103019
0.933054 0.0103119
0.933196 0.0103219
0.933338 0.010332
0.93348 0.010342
0.933622 0.010352
0.933764 0.010362
0.933906 0.0103721
0.934048 0.0103821
0.93419 0.0103921
0.934332 0.0104022
0.934474 0.0104122
0.934616 0.0104222
0.934758 0.0104323
0.9349 0.0104423
0.935042 0.0104523
0.935184 0.0104624
0.935326 0.0104724
0.935468 0.0104824
0.93561 0.0104925
0.935752 0.0105025
0.935894 0.0105126
0.936036 0.0105226
0.936178 0.0105326
0.93632 0.0105427
0.936462 0.0105527
0.936604 0.0105628
0.936746 0.0105728
0.936888 0.0105829
0.93703 0.0105929
0.937172 0.010603
0.937314 0.010613
0.937456 0.0106231
0.937598 0.0106331
0.93774 0.0106432
0.937882 0.0106532
0.938024 0.0106633
0.938166 0.0106733
0.938308 0.0106834
0.93845 0.0106934
0.938592 0.0107035
0.938734 0.0107135
0.938876 0.0107236
0.939018 0.0107337
0.93916 0.0107437
0.939302 0.0107538
0.939444 0.0107638
0.939586 0.0107739
0.939728 0.010784
0.93987 0.010794
0.940012 0.0108041
0.940154 0.0108142
0.940296 0.0108242
0.940438 0.0108343
0.94058 0.0108443
0.940722 0.0108544
0.940864 0.0108645
0.941006 0.0108746
0.941148 0.0108846
0.94129 0.0108947
0.941432 0.0109048
0.941574 0.0109148
0.941716 0.0109249
0.941858 0.010935
0.942 0.0109451
0.942142 0.0109551
0.942284 0.0109652
0.942426 0.0109753
0.942568 0.0109854
0.94271 0.0109954
0.942852 0.0110055
0.942994 0.0110156
0.943136 0.0110257
0.943278 0.0110357
0.94342 0.0110458
0.943562 0.0110559
0.943704 0.011066
0.943846 0.0110761
0.943988 0.0110862
0.94413 0.0110962
0.944272 0.0111063
0.944414 0.0111164
0.944556 0.0111265
0.944698 0.0111366
0.94484 0.0111467
0.944982 0.0111568
0.945124 0.0111669
0.945266 0.0111769
0.945408 0.011187
0.94555 0.0111971
0.945692 0.0112072
0.945834 0.0112173
0.945976 0.0112274
0.946118 0.0112375
0.94626 0.0112476
0.946402 0.0112577
0.946544 0.0112678
0.946686 0.0112779
0.946828 0.011288
0.94697 0.0112981
0.947112 0.0113082
0.947254 0.0113183
0.947396 0.0113284
0.947538 0.0113385
0.94768 0.0113486
0.947822 0.0113587
0.947964 0.0113688
0.948106 0.0113789
0.948248 0.011389
0.94839 0.0113991
0.948532 0.0114092
0.948674 0.0114193
0.948816 0.0114294
0.948958 0.0114395
0.9491 0.0114496
0.949242 0.0114597
0.949384 0.0114699
0.949526 0.01148
0.949668 0.0114901
0.94981 0.0115002
0.949952 0.0115103
0.950094 0.0115204
0.950236 0.0115305
0.950378 0.0115406
0.95052 0.0115508
0.950662 0.0115609
0.950804 0.011571
0.950946 0.0115811
0.951088 0.0115912
0.95123 0.0116013
0.951372 0.0116115
0.951514 0.0116216
0.951656 0.0116317
0.951798 0.0116418
0.95194 0.0116519
0.952082 0.0116621
0.952224 0.0116722
0.952366 0.0116823
0.952508 0.0116924
0.95265 0.0117026
0.952792 0.0117127
0.952934 0.0117228
0.953076 0.0117329
0.953218 0.0117431
0.95336 0.0117532
0.953502 0.0117633
0.953644 0.0117734
0.953786 0.0117836
0.953928 0.0117937
0.95407 0.0118038
0.954212 0.011814
0.954354 0.0118241
0.954496 0.0118342
0.954638 0.0118444
0.95478 0.0118545
0.954922 0.0118646
0.955064 0.0118748
0.955206 0.0118849
0.955348 0.011895
0.95549 0.0119052
0.955632 0.0119153
0.955774 0.0119254
0.955916 0.0119356
0.956058 0.0119457
0.9562 0.0119559
0.956342 0.011966
0.956484 0.0119761
0.956626 0.0119863
0.956768 0.0119964
0.95691 0.0120066
0.957052 0.0120167
0.957194 0.0120269
0.957336 0.012037
0.957478 0.0120471
0.95762 0.0120573
0.957762 0.0120674
0.957904 0.0120776
0.958046 0.0120877
0.958188 0.0120979
0.95833 0.012108
0.958472 0.0121182
0.958614 0.0121283
0.958756 0.0121385
0.958898 0.0121486
0.95904 0.0121588
0.959182 0.0121689
0.959324 0.0121791
0.959466 0.0121892
0.959608 0.0121994
0.95975 0.0122095
0.959892 0.0122197
0.960034 0.0122298
0.960176 0.01224
0.960318 0.0122502
0.96046 0.0122603
0.960602 0.0122705
0.960744 0.0122806
0.960886 0.0122908
0.961028 0.0123009
0.96117 0.0123111
0.961312 0.0123213
0.961454 0.0123314
0.961596 0.0123416
0.961738 0.0123517
0.96188 0.0123619
0.962022 0.0123721
0.962164 0.0123822
0.962306 0.0123924
0.962448 0.0124026
0.96259 0.0124127
0.962732 0.0124229
0.962874 0.0124331
0.963016 0.0124432
0.963158 0.0124534
0.9633 0.0124635
0.963442 0.0124737
0.963584 0.0124839
0.963726 0.0124941
0.963868 0.0125042
0.96401 0.0125144
0.964152 0.0125246
0.964294 0.0125347
0.964436 0.0125449
0.964578 0.0125551
0.96472 0.0125652
0.964862 0.0125754
0.965004 0.0125856
0.965146 0.0125958
0.965288 0.0126059
0.96543 0.0126161
0.965572 0.0126263
0.965714 0.0126365
0.965856 0.0126466
0.965998 0.0126568
0.96614 0.012667
0.966282 0.0126772
0.966424 0.0126873
0.966566 0.0126975
0.966708 0.0127077
0.96685 0.0127179
0.966992 0.0127281
0.967134 0.0127382
0.967276 0.0127484
0.967418 0.0127586
0.96756 0.0127688
0.967702 0.012779
0.967844 0.0127892
0.967986 0.0127993
0.968128 0.0128095
0.96827 0.0128197
0.968412 0.0128299
0.968554 0.0128401
0.968696 0.0128503
0.968838 0.0128604
0.96898 0.0128706
0.969122 0.0128808
0.969264 0.012891
0.969406 0.0129012
0.969548 0.0129114
0.96969 0.0129216
0.969832 0.0129318
0.969974 0.012942
0.970116 0.0129521
0.970258 0.0129623
0.9704 0.0129725
0.970542 0.0129827
0.970684 0.0129929
0.970826 0.0130031
0.970968 0.0130133
0.97111 0.0130235
0.971252 0.0130337
0.971394 0.0130439
0.971536 0.0130541
0.971678 0.0130643
0.97182 0.0130745
0.971962 0.0130847
0.972104 0.0130949
0.972246 0.013105
0.972388 0.0131152
0.97253 0.0131254
0.972672 0.0131356
0.972814 0.0131458
0.972956 0.013156
0.973098 0.0131662
0.97324 0.0131764
0.973382 0.0131866
0.973524 0.0131968
0.973666 0.013207
0.973808 0.0132172
0.97395 0.0132274
0.974092 0.0132376
0.974234 0.0132478
0.974376 0.0132581
0.974518 0.0132683
0.97466 0.0132785
0.974802 0.0132887
0.974944 0.0132989
0.975086 0.0133091
0.975228 0.0133193
0.97537 0.0133295
0.975512 0.0133397
0.975654 0.0133499
0.975796 0.0133601
0.975938 0.0133703
0.97608 0.0133805
0.976222 0.0133907
0.976364 0.0134009
0.976506 0.0134111
0.976648 0.0134214
0.97679 0.0134316
0.976932 0.0134418
0.977074 0.013452
0.977216 0.0134622
0.977358 0.0134724
0.9775 0.0134826
0.977642 0.0134928
0.977784 0.0135031
0.977926 0.0135133
0.978068 0.0135235
0.97821 0.0135337
0.978352 0.0135439
0.978494 0.0135541
0.978636 0.0135643
0.978778 0.0135746
0.97892 0.0135848
0.979062 0.013595
0.979204 0.0136052
0.979346 0.0136154
0.979488 0.0136256
0.97963 0.0136359
0.979772 0.0136461
0.979914 0.0136563
0.980056 0.0136665
0.980198 0.0136767
0.98034 0.0136869
0.980482 0.0136972
0.980624 0.0137074
0.980766 0.0137176
