268.75 234.66666666666674
272.9166666666667 290.66666666666674
281.25 316
297.9166666666667 374.66666666666663
308.33333333333337 405.33333333333337
327.0833333333333 366.66666666666674
335.4166666666667 342.66666666666674
360.4166666666667 288.0000000000001
391.6666666666667 244.0000000000001
400 218.66666666666674
416.66666666666663 253.33333333333337
441.66666666666663 269.33333333333337
466.6666666666667 312
495.83333333333326 336
516.6666666666666 360.0000000000001
537.5 370.66666666666663
562.4999999999999 357.33333333333326
579.1666666666666 337.33333333333337
600 324.0000000000001
616.6666666666666 333.33333333333337
631.2499999999999 346.66666666666674
656.25 352
683.3333333333333 338.66666666666663
731.25 324.0000000000001
770.8333333333333 309.33333333333337
824.9999999999998 278.66666666666663
862.4999999999999 258.66666666666663
887.4999999999998 245.33333333333348
924.9999999999999 216
962.4999999999999 193.33333333333337
1002.0833333333331 168.0000000000001
1050 141.33333333333348
