375.66062206224115 42.857142857142776
385.85450955789605 70.37037037037044
394.2084287423664 100
407.07965169457 133.86243386243382
411.46278097089123 169.84126984126982
415.8931045055666 197.35449735449737
420.3711304510791 231.21693121693124
429.47234960048496 269.3121693121693
434.0965867026547 305.2910052910053
443.49496799337345 339.1534391534392
450.67704779621215 368.78306878306876
470.4030098939669 377.24867724867727
490.9923698119231 353.968253968254
512.4829181426128 324.33862433862436
529.2158985095045 301.05820105820106
567.3687879830261 296.8253968253968
585.8938362412496 315.8730158730159
598.5786944906632 334.92063492063494
618.1227713532695 362.4338624338625
648.6418649029366 383.59788359788365
699.1383338135784 379.3650793650794
757.6119845960294 373.015873015873
820.9761808835132 377.24867724867727
884.8887965155071 366.6666666666667
990.2068033446611 347.6190476190476
1084.5779970331446 324.33862433862436
1156.558930334689 309.5238095238096
1253.2897484444973 284.12698412698415
1343.6434687037947 256.6137566137566
1456.0214276358201 226.984126984127
1552.6542023693758 201.58730158730157
1646.8579416440725 180.4232804232804
1737.448547751945 159.25925925925924
1852.7589895760525 131.74603174603175
1965.1708997918151 110.58201058201058
2073.271312350757 85.18518518518516
2175.636674165445 61.904761904761926
2295.3144192819454 38.624338624338634
