#E y_xmax_even y_xmax_odd
6.58634 2.96071 -6.02257 
6.59409 3.20814 -5.97372 
6.60185 3.45214 -5.92442 
6.60961 3.69271 -5.87467 
6.61737 3.92985 -5.82451 
6.62513 4.16356 -5.77393 
6.63288 4.39384 -5.72295 
6.64064 4.62071 -5.67159 
6.6484 4.84416 -5.61986 
6.65616 5.06419 -5.56777 
6.66391 5.28082 -5.51535 
6.67167 5.49404 -5.46259 
6.67943 5.70387 -5.40952 
6.68719 5.9103 -5.35615 
6.69494 6.11334 -5.30249 
6.7027 6.31301 -5.24855 
6.71046 6.50931 -5.19435 
6.71822 6.70224 -5.1399 
6.72598 6.89181 -5.08521 
6.73373 7.07804 -5.0303 
6.74149 7.26093 -4.97517 
6.74925 7.44049 -4.91984 
6.75701 7.61674 -4.86433 
6.76476 7.78967 -4.80863 
6.77252 7.95931 -4.75277 
6.78028 8.12566 -4.69676 
6.78804 8.28874 -4.64061 
6.7958 8.44855 -4.58433 
6.80355 8.60511 -4.52792 
6.81131 8.75844 -4.47141 
6.81907 8.90853 -4.4148 
6.82683 9.05542 -4.35811 
6.83458 9.1991 -4.30133 
6.84234 9.3396 -4.2445 
6.8501 9.47693 -4.18761 
6.85786 9.61111 -4.13067 
6.86562 9.74214 -4.0737 
6.87337 9.87005 -4.01671 
6.88113 9.99484 -3.9597 
6.88889 10.1165 -3.90269 
6.89665 10.2352 -3.84568 
6.9044 10.3507 -3.78869 
6.91216 10.4632 -3.73172 
6.91992 10.5727 -3.67478 
6.92768 10.6792 -3.61789 
6.93544 10.7827 -3.56105 
6.94319 10.8832 -3.50427 
6.95095 10.9807 -3.44756 
6.95871 11.0753 -3.39093 
6.96647 11.167 -3.33438 
6.97422 11.2558 -3.27793 
6.98198 11.3417 -3.22158 
6.98974 11.4247 -3.16534 
6.9975 11.5049 -3.10922 
7.00526 11.5822 -3.05323 
7.01301 11.6568 -2.99737 
7.02077 11.7285 -2.94166 
7.02853 11.7975 -2.88609 
7.03629 11.8637 -2.83069 
7.04404 11.9272 -2.77544 
7.0518 11.9881 -2.72037 
7.05956 12.0462 -2.66548 
7.06732 12.1016 -2.61077 
7.07508 12.1544 -2.55626 
7.08283 12.2046 -2.50195 
7.09059 12.2522 -2.44784 
7.09835 12.2972 -2.39394 
7.10611 12.3397 -2.34026 
7.11386 12.3796 -2.28681 
7.12162 12.417 -2.23358 
7.12938 12.4519 -2.18059 
7.13714 12.4844 -2.12785 
7.14489 12.5144 -2.07535 
7.15265 12.5419 -2.02311 
7.16041 12.5671 -1.97113 
7.16817 12.5899 -1.91941 
7.17593 12.6103 -1.86796 
7.18368 12.6285 -1.81679 
7.19144 12.6442 -1.7659 
7.1992 12.6577 -1.71529 
7.20696 12.669 -1.66497 
7.21471 12.678 -1.61495 
7.22247 12.6848 -1.56522 
7.23023 12.6893 -1.51581 
7.23799 12.6918 -1.4667 
7.24575 12.692 -1.4179 
7.2535 12.6902 -1.36942 
7.26126 12.6862 -1.32126 
7.26902 12.6802 -1.27342 
7.27678 12.6721 -1.22592 
7.28453 12.662 -1.17875 
7.29229 12.6498 -1.13191 
7.30005 12.6357 -1.08541 
7.30781 12.6196 -1.03926 
7.31557 12.6016 -0.993458 
7.32332 12.5817 -0.948003 
7.33108 12.5599 -0.902903 
7.33884 12.5362 -0.858159 
7.3466 12.5107 -0.813775 
7.35435 12.4834 -0.769754 
7.36211 12.4543 -0.726098 
7.36987 12.4234 -0.682811 
7.37763 12.3908 -0.639895 
7.38539 12.3564 -0.597352 
7.39314 12.3204 -0.555186 
7.4009 12.2827 -0.513398 
7.40866 12.2433 -0.471991 
7.41642 12.2023 -0.430967 
7.42417 12.1597 -0.390328 
7.43193 12.1155 -0.350076 
7.43969 12.0698 -0.310214 
7.44745 12.0225 -0.270742 
7.45521 11.9738 -0.231664 
7.46296 11.9235 -0.192979 
7.47072 11.8718 -0.154692 
7.47848 11.8187 -0.116802 
7.48624 11.7641 -0.0793106 
7.49399 11.7082 -0.0422203 
7.50175 11.6508 -0.00553191 
7.50951 11.5922 0.0307533 
7.51727 11.5322 0.0666343 
7.52503 11.4709 0.10211 
7.53278 11.4084 0.137179 
7.54054 11.3446 0.171841 
7.5483 11.2796 0.206094 
7.55606 11.2133 0.239939 
7.56381 11.1459 0.273374 
7.57157 11.0774 0.306399 
7.57933 11.0076 0.339012 
7.58709 10.9368 0.371215 
7.59484 10.8649 0.403005 
7.6026 10.7919 0.434383 
7.61036 10.7179 0.465349 
7.61812 10.6428 0.495902 
7.62588 10.5668 0.526042 
7.63363 10.4898 0.555769 
7.64139 10.4118 0.585083 
7.64915 10.3328 0.613984 
7.65691 10.253 0.642472 
7.66466 10.1723 0.670548 
7.67242 10.0906 0.69821 
7.68018 10.0082 0.72546 
7.68794 9.9249 0.752299 
7.6957 9.84081 0.778725 
7.70345 9.75593 0.804741 
7.71121 9.67028 0.830345 
7.71897 9.58389 0.85554 
7.72673 9.49678 0.880325 
7.73448 9.40896 0.904701 
7.74224 9.32046 0.928669 
7.75 9.2313 0.95223 
